0,5,-0.2,0,0,0,100,-0.13762,0.027738
0.10583,5.1157,-0.26714,-0.019195,0.5199,-0.0049208,99.876,-0.14209,0.021891
0.34464,5.5554,-0.37174,-0.068939,1.7217,-0.057166,99.469,-0.15735,0.013621
0.69226,6.3153,-0.39753,-0.16167,3.6133,-0.2742,98.672,-0.17545,0.013666
1.1146,6.8857,-0.29163,-0.29253,6.1787,-0.86983,97.704,-0.17181,0.028806
1.5704,6.7937,-0.13726,-0.42239,9.0495,-1.9496,97.041,-0.1451,0.045848
2.0149,6.2644,-0.063526,-0.51915,11.627,-3.2682,96.777,-0.11464,0.04508
2.4047,5.8667,-0.098935,-0.58127,13.628,-4.4984,96.603,-0.093738,0.033955
2.7016,5.7768,-0.16425,-0.61982,15.037,-5.4645,96.379,-0.083242,0.025346
2.8767,5.8193,-0.20269,-0.64066,15.843,-6.0519,96.193,-0.078689,0.02141
2.9187,5.8381,-0.21091,-0.64556,16.035,-6.1958,96.143,-0.077686,0.020634
3.0246,5.8977,-0.22914,-0.65768,16.516,-6.5633,96.007,-0.075236,0.018956
3.2634,6.072,-0.25438,-0.6842,17.602,-7.4253,95.663,-0.069446,0.016798
3.611,6.3252,-0.25066,-0.71986,19.194,-8.7732,95.116,-0.058704,0.017382
4.0333,6.4695,-0.20417,-0.75483,21.146,-10.549,94.5,-0.041544,0.021781
4.4891,6.3775,-0.1525,-0.77828,23.224,-12.557,93.984,-0.021206,0.025674
4.9336,6.1808,-0.1397,-0.78665,25.182,-14.507,93.589,-0.0026914,0.025161
5.3234,6.071,-0.16087,-0.78376,26.848,-16.175,93.236,0.012187,0.02228
5.6204,6.0684,-0.18431,-0.77565,28.109,-17.423,92.927,0.023379,0.020066
5.7954,6.0962,-0.19615,-0.76842,28.858,-18.152,92.725,0.030143,0.019151
5.8375,6.1053,-0.19851,-0.76639,29.039,-18.327,92.675,0.031795,0.018996
5.9433,6.1311,-0.20346,-0.76081,29.497,-18.765,92.545,0.035993,0.018717
6.1821,6.1964,-0.20887,-0.74551,30.548,-19.751,92.243,0.045663,0.018765
6.5297,6.2768,-0.2034,-0.71633,32.127,-21.169,91.797,0.0599,0.020411
6.9521,6.3051,-0.18519,-0.67004,34.133,-22.838,91.282,0.076561,0.023905
7.4078,6.2528,-0.1697,-0.60813,36.394,-24.522,90.78,0.093054,0.027301
7.8524,6.1817,-0.17005,-0.53733,38.681,-26,90.316,0.10818,0.028875
8.2422,6.1534,-0.18033,-0.46697,40.754,-27.14,89.898,0.12161,0.029278
8.5391,6.1617,-0.18906,-0.40773,42.381,-27.901,89.563,0.13224,0.029667
8.7141,6.1756,-0.19296,-0.37033,43.362,-28.303,89.357,0.13861,0.030128
8.7562,6.1796,-0.19369,-0.36107,43.6,-28.395,89.307,0.14013,0.030156
8.945,6.1987,-0.19582,-0.31811,44.681,-28.777,89.081,0.147,0.031155
9.3784,6.2357,-0.19422,-0.2113,47.23,-29.47,88.557,0.16201,0.033981
10.03,6.2335,-0.18491,-0.031787,51.187,-29.96,87.792,0.18122,0.039306
10.861,6.1893,-0.18653,0.22235,56.227,-29.49,86.846,0.20094,0.043114
11.824,6.2093,-0.19553,0.547,61.637,-27.316,85.708,0.21987,0.045712
12.863,6.2241,-0.19139,0.9245,66.317,-23.091,84.462,0.22979,0.048204
13.918,6.2101,-0.19222,1.3133,69.107,-17.338,83.218,0.22788,0.046699
14.926,6.227,-0.19274,1.6747,69.567,-11.237,82.015,0.21756,0.043254
15.83,6.2269,-0.18918,1.9786,68.162,-5.9111,80.947,0.2009,0.039209
16.577,6.2253,-0.18844,2.2081,65.881,-1.9676,80.074,0.1837,0.035074
17.123,6.2271,-0.18783,2.3621,63.691,0.55398,79.438,0.16974,0.032123
17.438,6.2295,-0.18743,2.4449,62.268,1.8468,79.073,0.16131,0.030496
17.512,6.2298,-0.18722,2.464,61.914,2.1375,78.986,0.15862,0.029932
17.775,6.231,-0.18659,2.529,60.628,3.1048,78.682,0.15219,0.028928
18.373,6.2313,-0.18507,2.6651,57.497,4.9952,77.994,0.13453,0.025989
19.255,6.2305,-0.18376,2.835,52.502,7.039,76.986,0.1086,0.022262
20.35,6.2314,-0.18258,2.9939,45.967,8.5164,75.744,0.075047,0.01892
21.569,6.2302,-0.18147,3.1022,38.529,9.1682,74.369,0.037571,0.016752
22.813,6.2286,-0.18131,3.1416,30.907,9.2784,72.971,0.0054147,0.016252
23.982,6.228,-0.18134,3.1416,23.747,9.2704,71.659,-0.0013801,0.016418
24.98,6.2278,-0.18146,3.1416,17.629,9.2731,70.537,0.00061106,0.01644
25.728,6.228,-0.18139,3.1416,13.05,9.2718,69.696,-0.00033406,0.01658
26.164,6.2275,-0.18134,3.1416,10.378,9.2725,69.206,0.00016496,0.016621
26.269,6.2274,-0.18135,3.1416,9.7387,9.2722,69.089,-0.0011333,0.016535
26.586,6.2272,-0.1814,3.1416,7.7941,9.2723,68.733,0.00043417,0.01657
27.303,6.2284,-0.18161,3.1416,3.4057,9.2723,67.927,-0.00011704,0.016151
28.345,6.2294,-0.18132,3.1416,-2.9838,9.271,66.755,-0.0015523,0.01627
29.612,6.228,-0.1814,3.1186,-10.746,9.3293,65.332,-0.025537,0.016431
30.98,6.2282,-0.182,3.0234,-19.101,9.8635,63.793,-0.062275,0.018207
32.313,6.2259,-0.18279,2.8596,-27.105,11.443,62.287,-0.092731,0.020777
33.483,6.2267,-0.1841,2.6656,-33.754,14.062,60.959,-0.11648,0.023312
34.373,6.2272,-0.18445,2.4908,-38.364,16.963,59.942,-0.13092,0.025054
34.899,6.2266,-0.18499,2.3788,-40.808,19.048,59.342,-0.1383,0.025905
35.025,6.2269,-0.1851,2.351,-41.359,19.589,59.197,-0.13982,0.026078
35.342,6.2276,-0.18539,2.2797,-42.675,21.018,58.833,-0.14352,0.026483
36.059,6.2296,-0.18581,2.1125,-45.242,24.568,58.01,-0.15037,0.02716
37.102,6.2319,-0.186,1.8578,-47.811,30.395,56.808,-0.15678,0.027537
38.369,6.2349,-0.18611,1.5389,-48.798,38.061,55.347,-0.15966,0.027085
39.736,6.2384,-0.1858,1.1932,-47.1,46.225,53.77,-0.15849,0.025938
41.069,6.2404,-0.18538,0.86139,-42.886,53.19,52.235,-0.15509,0.024637
42.239,6.242,-0.18505,0.57722,-37.505,57.897,50.891,-0.15164,0.02366
43.13,6.2423,-0.18475,0.36507,-32.643,60.372,49.869,-0.14913,0.023107
43.655,6.2422,-0.18468,0.24164,-29.57,61.334,49.267,-0.14776,0.022856
43.781,6.2422,-0.18465,0.21215,-28.815,61.508,49.122,-0.14744,0.022805
44.098,6.2423,-0.18461,0.13824,-26.897,61.847,48.758,-0.14666,0.022688
44.815,6.2422,-0.18449,-0.027113,-22.513,62.09,47.938,-0.14494,0.022487
45.858,6.2416,-0.18433,-0.26422,-16.197,61.161,46.744,-0.14232,0.022276
47.125,6.2407,-0.18419,-0.54576,-9.077,58.104,45.295,-0.13828,0.021981
48.492,6.2401,-0.18393,-0.83823,-2.6478,52.763,43.733,-0.13168,0.021359
49.826,6.2398,-0.18354,-1.1062,1.9367,46.016,42.213,-0.12184,0.020251
50.995,6.24,-0.18305,-1.3207,4.4292,39.303,40.883,-0.10987,0.01885
51.886,6.2403,-0.18261,-1.4674,5.3822,33.926,39.872,-0.098572,0.017579
52.411,6.2405,-0.18233,-1.546,5.5869,30.711,39.278,-0.091069,0.016786
52.537,6.2406,-0.18227,-1.5639,5.5991,29.936,39.135,-0.089178,0.016598
52.8,6.2407,-0.18212,-1.6001,5.5808,28.323,38.838,-0.085132,0.016193
53.398,6.241,-0.1818,-1.6757,5.3321,24.663,38.163,-0.075432,0.015303
54.28,6.2414,-0.18136,-1.7699,4.5027,19.315,37.168,-0.059987,0.014076
55.375,6.2417,-0.1809,-1.8557,2.873,12.796,35.938,-0.039328,0.012861
56.594,6.2418,-0.18057,-1.9079,0.55525,5.6804,34.57,-0.015052,0.012066
57.838,6.2414,-0.18049,-1.9126,-2.0186,-1.5129,33.176,0.010307,0.011985
59.007,6.2408,-0.18065,-1.8719,-4.3103,-8.3125,31.866,0.033897,0.012601
60.005,6.2401,-0.18099,-1.8033,-5.9413,-14.221,30.745,0.053317,0.013563
60.753,6.2397,-0.18132,-1.7324,-6.8455,-18.718,29.905,0.067116,0.014499
61.189,6.2395,-0.18153,-1.6836,-7.2129,-21.37,29.414,0.074785,0.015113
61.293,6.2394,-0.18158,-1.6712,-7.281,-22.006,29.296,0.076575,0.015292
61.556,6.2393,-0.18172,-1.6386,-7.4168,-23.614,29,0.08099,0.015636
62.154,6.239,-0.18206,-1.5578,-7.5199,-27.279,28.325,0.090539,0.016525
63.036,6.2392,-0.18261,-1.4228,-7.0929,-32.67,27.328,0.10323,0.017695
64.131,6.2396,-0.18313,-1.2327,-5.4912,-39.183,26.085,0.11636,0.019116
65.35,6.2408,-0.18371,-0.99746,-2.2193,-45.889,24.698,0.12735,0.020059
66.594,6.2429,-0.18399,-0.73912,2.6935,-51.706,23.278,0.13477,0.020619
67.763,6.2441,-0.1841,-0.486,8.5449,-55.824,21.942,0.13877,0.02062
68.761,6.2467,-0.18426,-0.26536,14.236,-58.07,20.8,0.14053,0.02023
69.509,6.2479,-0.18395,-0.098836,18.747,-58.901,19.945,0.14116,0.020212
69.945,6.2473,-0.18382,-0.0014198,21.422,-59.035,19.447,0.14135,0.020239
70.05,6.2471,-0.18381,0.021903,22.063,-59.028,19.328,0.14139,0.021079
70.271,6.2469,-0.18384,0.071378,23.42,-58.965,19.075,0.14146,0.019785
70.777,6.2471,-0.18402,0.18453,26.5,-58.569,18.497,0.1416,0.020091
71.531,6.2506,-0.18433,0.35343,30.961,-57.339,17.634,0.14185,0.018884
72.482,6.25,-0.1833,0.56693,36.188,-54.748,16.546,0.14213,0.020381
73.565,6.2448,-0.18417,0.81077,41.312,-50.531,15.312,0.14282,0.019455
74.707,6.2558,-0.18427,1.0692,45.437,-44.883,14.002,0.14372,0.019604
75.829,6.2375,-0.18231,1.3246,47.949,-38.483,12.727,0.14386,0.022512
76.855,6.2479,-0.18712,1.5576,48.759,-32.259,11.553,0.14367,0.017817
77.715,6.268,-0.1834,1.7522,48.315,-26.994,10.555,0.14195,0.020111
78.35,6.2351,-0.17847,1.894,47.339,-23.21,9.8421,0.13913,0.0267
78.718,6.2132,-0.17954,1.9745,46.538,-21.105,9.4346,0.13737,0.026774
78.806,6.2092,-0.18033,1.9935,46.323,-20.614,9.3373,0.13694,0.02617
78.912,6.2064,-0.18157,2.0164,46.051,-20.028,9.2191,0.13644,0.025044
79.15,6.2078,-0.18514,2.0675,45.389,-18.73,8.949,0.13531,0.021252
79.498,6.2303,-0.19058,2.1409,44.31,-16.902,8.5451,0.13357,0.014141
79.92,6.2781,-0.19314,2.2287,42.816,-14.784,8.04,0.13085,0.0080677
80.376,6.3134,-0.18672,2.3215,40.991,-12.637,7.4957,0.12659,0.011682
80.821,6.2872,-0.17402,2.4093,39.023,-10.707,6.9923,0.12105,0.025249
81.211,6.2154,-0.16632,2.4829,37.179,-9.1677,6.5812,0.11566,0.036301
81.507,6.1575,-0.168,2.5365,35.717,-8.0983,6.2768,0.11174,0.037405
81.682,6.1346,-0.17271,2.567,34.836,-7.5087,6.0946,0.10961,0.033792
81.725,6.1312,-0.17422,2.5742,34.623,-7.3713,6.0501,0.10912,0.032452
81.83,6.1268,-0.17854,2.5922,34.081,-7.0331,5.9364,0.10793,0.02827
82.069,6.1414,-0.19009,2.6319,32.839,-6.3061,5.6682,0.10537,0.015519
82.417,6.2232,-0.20589,2.6875,30.973,-5.3311,5.2449,0.1016,-0.0063672
82.839,6.3741,-0.2107,2.7523,28.6,-4.2675,4.69,0.095855,-0.022364
83.295,6.4681,-0.18772,2.8185,25.907,-3.2672,4.1027,0.087374,-0.005561
83.739,6.3573,-0.1474,2.8778,23.209,-2.4532,3.6251,0.077262,0.040775
84.129,6.1179,-0.12723,2.924,20.867,-1.8793,3.2982,0.068395,0.071819
84.426,5.9494,-0.13911,2.9548,19.129,-1.5233,3.0646,0.062665,0.068827
84.601,5.8964,-0.15794,2.9715,18.121,-1.3415,2.912,0.059852,0.05404
84.643,5.891,-0.16351,2.9753,17.879,-1.3005,2.8723,0.059203,0.047533
84.717,5.889,-0.17399,2.9819,17.457,-1.231,2.7994,0.058211,0.040104
84.886,5.9229,-0.19998,2.9964,16.49,-1.0826,2.6145,0.055967,0.012064
85.137,6.0708,-0.2375,3.0167,15.035,-0.88509,2.2871,0.052684,-0.034565
85.454,6.3891,-0.2682,3.0403,13.138,-0.67027,1.7892,0.047562,-0.09278
85.815,6.802,-0.26291,3.0641,10.851,-0.46613,1.1544,0.039931,-0.11838
86.196,7.0289,-0.19704,3.0853,8.2865,-0.2955,0.53835,0.030175,-0.060619
86.57,6.7537,-0.083853,3.1014,5.7225,-0.17283,0.16944,0.019828,0.070263
86.912,6.081,0,3.1107,3.5234,-0.095435,0.086708,0.011297,0.18618
87.198,5.4445,0,3.1148,1.8741,-0.048221,0.09804,0.005615,0.25652
87.41,5.0991,-0.058056,3.1161,0.7612,-0.019255,0.071074,0.0022771,0.22806
87.533,5.0076,-0.11628,3.1164,0.1452,-0.0036588,0.018132,0.00044938,0.16367
87.562,5,-0.13202,3.1164,0,0,0,2.435e-05,0.14448
